"wd_id","status","variable","value_old","value_new"
"Q3200297","MODvalue","name_nl","Kukpuk River","Kukpuk"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q2408930","MODvalue","name_de","Thames River","Thames"
"Q2408930","MODvalue","name_en","Thames River","Thames"
"Q2408930","MODvalue","name_nl","Thames River","Thames"
"Q2408930","MODvalue","name_sv","Thames River","Thames"
"Q6737173","MODvalue","name_en","Maitland River","Maitland"
"Q1400280","MODvalue","name_de","Saugeen River","Saugeen"
"Q1400280","MODvalue","name_en","Saugeen River","Saugeen"
"Q1400280","MODvalue","name_fr","Saugeen River","Saugeen"
"Q1400280","MODvalue","name_nl","Saugeen River","Saugeen"
"Q1400280","MODvalue","name_sv","Saugeen River","Saugeen"
"Q175816","MODvalue","name_de","Trent River","Trent"
"Q175816","MODvalue","name_en","Trent River","Trent"
"Q175816","MODvalue","name_sv","Trent River","Trent"
"Q1379758","MODvalue","name_de","Moira River","Moira"
"Q1379758","MODvalue","name_en","Moira River","Moira"
"Q1379758","MODvalue","name_fr","Moira River","Moira"
"Q1379758","MODvalue","name_nl","Moira River","Moira"
"Q1379758","MODvalue","name_sv","Moira River","Moira"
"Q5617744","MODvalue","name_de","Gull River","Gull"
"Q5617744","MODvalue","name_en","Gull River","Gull"
"Q681048","MODvalue","name_de","Severn River","Severn"
"Q681048","MODvalue","name_en","Severn River","Severn"
"Q681048","MODvalue","name_nl","Severn River","Severn"
"Q280507","MODvalue","name_en","Rideau River","Rideau"
"Q280507","MODvalue","name_nl","Rideau River","Rideau"
"Q280507","MODvalue","name_sv","Rideau River","Rideau"
"Q1503538","MODvalue","name_de","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_en","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_nl","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_sv","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_de","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_en","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_nl","Mississippi River","Mississippi"
"Q1503538","MODvalue","name_sv","Mississippi River","Mississippi"
"Q280507","MODvalue","name_en","Rideau River","Rideau"
"Q280507","MODvalue","name_nl","Rideau River","Rideau"
"Q280507","MODvalue","name_sv","Rideau River","Rideau"
"Q1884310","MODvalue","name_de","Magnetawan River","Magnetawan"
"Q1884310","MODvalue","name_en","Magnetawan River","Magnetawan"
"Q1884310","MODvalue","name_fr","Magnetawan River","Magnetawan"
"Q1884310","MODvalue","name_nl","Magnetawan River","Magnetawan"
"Q1884310","MODvalue","name_sv","Magnetawan River","Magnetawan"
"Q1594722","MODvalue","name_de","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_en","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_nl","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_sv","Madawaska River","Madawaska"
"Q1939154","MODvalue","name_de","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_en","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_nl","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_sv","Mississagi River","Mississagi"
"Q1594722","MODvalue","name_de","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_en","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_nl","Madawaska River","Madawaska"
"Q1594722","MODvalue","name_sv","Madawaska River","Madawaska"
"Q22437847","MODvalue","name_en","Serpent River","Serpent"
"Q478249","MODvalue","name_de","Spanish River","Spanish"
"Q478249","MODvalue","name_en","Spanish River","Spanish"
"Q478249","MODvalue","name_pl","Spanish River","Spanish"
"Q3491719","MODvalue","name_en","Opeongo River","Opeongo"
"Q3491719","MODvalue","name_sv","Opeongo River","Opeongo"
"Q1491538","MODvalue","name_de","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_en","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_fr","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_nl","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_sv","Wanapitei River","Wanapitei"
"Q1939154","MODvalue","name_de","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_en","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_nl","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_sv","Mississagi River","Mississagi"
"Q22641260","MODvalue","name_en","Little White River","Little White"
"Q22641260","MODvalue","name_nl","Little White River","Little White"
"Q22641260","MODvalue","name_sv","Little White River","Little White"
"Q5522295","MODvalue","name_en","Garden River","Garden"
"Q478249","MODvalue","name_de","Spanish River","Spanish"
"Q478249","MODvalue","name_en","Spanish River","Spanish"
"Q478249","MODvalue","name_pl","Spanish River","Spanish"
"Q12749684","MODvalue","name_de","Vermilion River","Vermilion"
"Q12749684","MODvalue","name_en","Vermilion River","Vermilion"
"Q5588216","MODvalue","name_en","Goulais River","Goulais"
"Q5588216","MODvalue","name_nl","Goulais River","Goulais"
"Q5588216","MODvalue","name_sv","Goulais River","Goulais"
"Q22641260","MODvalue","name_en","Little White River","Little White"
"Q22641260","MODvalue","name_nl","Little White River","Little White"
"Q22641260","MODvalue","name_sv","Little White River","Little White"
"Q60974","MODvalue","name_de","Ottawa River","Ottawa"
"Q60974","MODvalue","name_en","Ottawa River","Ottawa"
"Q60974","MODvalue","name_it","Ottawa River","Ottawa"
"Q4868716","MODvalue","name_en","Batchawana River","Batchawana"
"Q4868716","MODvalue","name_sv","Batchawana River","Batchawana"
"Q18168198","MODvalue","name_en","Onaping River","Onaping"
"Q18168198","MODvalue","name_nl","Onaping River","Onaping"
"Q18168198","MODvalue","name_sv","Onaping River","Onaping"
"Q7921614","MODvalue","name_de","Vermilion River","Vermilion"
"Q7921614","MODvalue","name_en","Vermilion River","Vermilion"
"Q2359274","MODvalue","name_de","Sturgeon River","Sturgeon"
"Q2359274","MODvalue","name_en","Sturgeon River","Sturgeon"
"Q22461970","MODvalue","name_en","Aubinadong River","Aubinadong"
"Q22461970","MODvalue","name_nl","Aubinadong River","Aubinadong"
"Q22461970","MODvalue","name_sv","Aubinadong River","Aubinadong"
"Q1939154","MODvalue","name_de","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_en","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_nl","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_sv","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_de","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_en","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_nl","Mississagi River","Mississagi"
"Q1939154","MODvalue","name_sv","Mississagi River","Mississagi"
"Q776238","MODvalue","name_en","Coulonge River","Coulonge"
"Q7921614","MODvalue","name_de","Vermilion River","Vermilion"
"Q7921614","MODvalue","name_en","Vermilion River","Vermilion"
"Q2359274","MODvalue","name_de","Sturgeon River","Sturgeon"
"Q2359274","MODvalue","name_en","Sturgeon River","Sturgeon"
"Q1946435","MODvalue","name_de","Montreal River","Montreal"
"Q1946435","MODvalue","name_en","Montreal River","Montreal"
"Q1946435","MODvalue","name_sv","Montreal River","Montreal"
"Q1407181","MODvalue","name_en","Dumoine River","Dumoine"
"Q2155741","MODvalue","name_en","Rouge River","Rouge"
"Q1491538","MODvalue","name_de","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_en","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_fr","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_nl","Wanapitei River","Wanapitei"
"Q1491538","MODvalue","name_sv","Wanapitei River","Wanapitei"
"Q2038996","MODvalue","name_en","Yamaska River","Yamaska"
"Q2359274","MODvalue","name_de","Sturgeon River","Sturgeon"
"Q2359274","MODvalue","name_en","Sturgeon River","Sturgeon"
"Q1485122","MODvalue","name_de","Pigeon River","Pigeon"
"Q1485122","MODvalue","name_en","Pigeon River","Pigeon"
"Q22454073","MODvalue","name_en","Arrow River","Arrow"
"Q22454073","MODvalue","name_sv","Arrow River","Arrow"
"Q6414609","MODvalue","name_en","Kipawa River","Kipawa"
"Q22454073","MODvalue","name_en","Arrow River","Arrow"
"Q22454073","MODvalue","name_sv","Arrow River","Arrow"
"Q1570842","MODvalue","name_en","L'Assomption River","L'Assomption"
"Q7995902","MODvalue","name_en","Whitefish River","Whitefish"
"Q15122455","MODvalue","name_de","Namakan River","Namakan"
"Q15122455","MODvalue","name_en","Namakan River","Namakan"
"Q15122455","MODvalue","name_nl","Namakan River","Namakan"
"Q15122455","MODvalue","name_sv","Namakan River","Namakan"
"Q7259088","MODvalue","name_de","Pukaskwa River","Pukaskwa"
"Q7259088","MODvalue","name_en","Pukaskwa River","Pukaskwa"
"Q7259088","MODvalue","name_nl","Pukaskwa River","Pukaskwa"
"Q7259088","MODvalue","name_sv","Pukaskwa River","Pukaskwa"
"Q1946435","MODvalue","name_de","Montreal River","Montreal"
"Q1946435","MODvalue","name_en","Montreal River","Montreal"
"Q1946435","MODvalue","name_sv","Montreal River","Montreal"
"Q1884687","MODvalue","name_de","Magpie River","Magpie"
"Q1884687","MODvalue","name_en","Magpie River","Magpie"
"Q1884687","MODvalue","name_nl","Magpie River","Magpie"
"Q1884687","MODvalue","name_sv","Magpie River","Magpie"
"Q1946433","MODvalue","name_de","Montreal River","Montreal"
"Q1946433","MODvalue","name_en","Montreal River","Montreal"
"Q1946433","MODvalue","name_sv","Montreal River","Montreal"
"Q5288219","MODvalue","name_de","Dog River","Dog"
"Q5288219","MODvalue","name_en","Dog River","Dog"
"Q6414609","MODvalue","name_en","Kipawa River","Kipawa"
"Q59464","MODvalue","name_de","Mattagami River","Mattagami"
"Q59464","MODvalue","name_en","Mattagami River","Mattagami"
"Q59464","MODvalue","name_fr","Mattagami River","rivière Mattagami"
"Q59464","MODvalue","name_nl","Mattagami River","Mattagami"
"Q59464","MODvalue","name_sv","Mattagami River","Mattagami"
"Q5288219","MODvalue","name_de","Dog River","Dog"
"Q5288219","MODvalue","name_en","Dog River","Dog"
"Q116183","MODvalue","name_de","Kapuskasing River","Kapuskasing"
"Q116183","MODvalue","name_en","Kapuskasing River","Kapuskasing"
"Q116183","MODvalue","name_fr","Kapuskasing River","Kapuskasing"
"Q116183","MODvalue","name_nl","Kapuskasing River","Kapuskasing"
"Q116183","MODvalue","name_sv","Kapuskasing River","Kapuskasing"
"Q1946435","MODvalue","name_de","Montreal River","Montreal"
"Q1946435","MODvalue","name_en","Montreal River","Montreal"
"Q1946435","MODvalue","name_sv","Montreal River","Montreal"
"Q5288219","MODvalue","name_de","Dog River","Dog"
"Q5288219","MODvalue","name_en","Dog River","Dog"
"Q2461680","MODvalue","name_de","Turtle River","Turtle"
"Q2461680","MODvalue","name_en","Turtle River","Turtle"
"Q3433767","MODvalue","name_en","Nicolet River","Nicolet"
"Q3433693","MODvalue","name_en","Gens de Terre River","Gens de Terre"
"Q4924881","MODvalue","name_de","Blanche River","Blanche"
"Q4924881","MODvalue","name_en","Blanche River","Blanche"
"Q4924881","MODvalue","name_nl","Blanche River","Blanche"
"Q4924881","MODvalue","name_sv","Blanche River","Blanche"
"Q1570490","MODvalue","name_de","Seine River","Seine"
"Q1570490","MODvalue","name_en","Seine River","Seine"
"Q1570490","MODvalue","name_nl","Seine River","Seine"
"Q1529669","MODvalue","name_de","White River","White"
"Q1529669","MODvalue","name_en","White River","White"
"Q1529669","MODvalue","name_fr","White River","White"
"Q1529669","MODvalue","name_it","White River","White"
"Q1529669","MODvalue","name_nl","White River","White"
"Q1529669","MODvalue","name_pl","White River","White"
"Q1529669","MODvalue","name_de","White River","White"
"Q1529669","MODvalue","name_en","White River","White"
"Q1529669","MODvalue","name_fr","White River","White"
"Q1529669","MODvalue","name_it","White River","White"
"Q1529669","MODvalue","name_nl","White River","White"
"Q1529669","MODvalue","name_pl","White River","White"
"Q5288219","MODvalue","name_de","Dog River","Dog"
"Q5288219","MODvalue","name_en","Dog River","Dog"
"Q1710848","MODvalue","name_de","Pic River","Pic"
"Q1710848","MODvalue","name_en","Pic River","Pic"
"Q1710848","MODvalue","name_nl","Pic River","Pic"
"Q1710848","MODvalue","name_sv","Pic River","Pic"
"Q3442448","MODvalue","name_de","Roseau River","Roseau"
"Q3442448","MODvalue","name_en","Roseau River","Roseau"
"Q3442448","MODvalue","name_nl","Roseau River","Roseau"
"Q391411","MODvalue","name_en","Gatineau River","Gatineau"
"Q391411","MODvalue","name_nl","Gatineau River","Gatineau"
"Q391411","MODvalue","name_sv","Rivière Gatineau","Gatineaufloden"
"Q6344175","MODvalue","name_de","Kabinakagami River","Kabinakagami"
"Q6344175","MODvalue","name_en","Kabinakagami River","Kabinakagami"
"Q6344175","MODvalue","name_sv","Kabinakagami River","Kabinakagami"
"Q2068478","MODvalue","name_de","Pembina River","Pembina"
"Q2068478","MODvalue","name_en","Pembina River","Pembina"
"Q5288219","MODvalue","name_de","Dog River","Dog"
"Q5288219","MODvalue","name_en","Dog River","Dog"
"Q4921930","MODvalue","name_de","Black Sturgeon River","Black Sturgeon"
"Q4921930","MODvalue","name_en","Black Sturgeon River","Black Sturgeon"
"Q397996","MODvalue","name_de","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_en","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_fr","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_nl","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_sv","Aguasabon River","Aguasabon"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q4924881","MODvalue","name_de","Blanche River","Blanche"
"Q4924881","MODvalue","name_en","Blanche River","Blanche"
"Q4924881","MODvalue","name_nl","Blanche River","Blanche"
"Q4924881","MODvalue","name_sv","Blanche River","Blanche"
"Q286703","MODvalue","name_de","English River","English"
"Q286703","MODvalue","name_en","English River","English"
"Q286703","MODvalue","name_pl","English River","English"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q7996173","MODvalue","name_de","Whitemouth River","Whitemouth"
"Q7996173","MODvalue","name_en","Whitemouth River","Whitemouth"
"Q7996173","MODvalue","name_sv","Whitemouth River","Whitemouth"
"Q60974","MODvalue","name_de","Ottawa River","Ottawa"
"Q60974","MODvalue","name_en","Ottawa River","Ottawa"
"Q60974","MODvalue","name_it","Ottawa River","Ottawa"
"Q2155708","MODvalue","name_en","Matawin River","Matawin"
"Q2155664","MODvalue","name_en","Batiscan River","Batiscan"
"Q2068478","MODvalue","name_de","Pembina River","Pembina"
"Q2068478","MODvalue","name_en","Pembina River","Pembina"
"Q680761","MODvalue","name_en","Kinojévis River","Kinojévis"
"Q397996","MODvalue","name_de","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_en","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_fr","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_nl","Aguasabon River","Aguasabon"
"Q397996","MODvalue","name_sv","Aguasabon River","Aguasabon"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q5617744","MODvalue","name_de","Gull River","Gull"
"Q5617744","MODvalue","name_en","Gull River","Gull"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q7958699","MODvalue","name_de","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_en","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_nl","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_sv","Wabigoon River","Wabigoon"
"Q391411","MODvalue","name_en","Gatineau River","Gatineau"
"Q391411","MODvalue","name_nl","Gatineau River","Gatineau"
"Q391411","MODvalue","name_sv","Rivière Gatineau","Gatineaufloden"
"Q15842564","NEWvalue","name_ar","","نهر بازين"
"Q15842564","MODvalue","name_en","Bazin River","Bazin"
"Q15842564","NEWvalue","name_it","","rivière Bazin"
"Q15842564","NEWvalue","name_nl","","rivière Bazin"
"Q1628265","MODvalue","name_en","Jacques-Cartier River","Jacques-Cartier"
"Q1452915","MODvalue","name_de","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_en","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_fr","Frederick House River","Frederick House"
"Q1452915","NEWvalue","name_ja","","フレデリックハウス川"
"Q1452915","MODvalue","name_nl","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_sv","Frederick House River","Frederick House"
"Q22424013","MODvalue","name_en","Kanasuta River","Kanasuta"
"Q6344175","MODvalue","name_de","Kabinakagami River","Kabinakagami"
"Q6344175","MODvalue","name_en","Kabinakagami River","Kabinakagami"
"Q6344175","MODvalue","name_sv","Kabinakagami River","Kabinakagami"
"Q7229424","MODvalue","name_en","Poplar River","Poplar"
"Q7229424","MODvalue","name_fr","Poplar River","Poplar"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q71996","MODvalue","name_en","Harricana River","Harricana"
"Q71996","MODvalue","name_nl","Harricana River","Harricana"
"Q1452915","MODvalue","name_de","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_en","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_fr","Frederick House River","Frederick House"
"Q1452915","NEWvalue","name_ja","","フレデリックハウス川"
"Q1452915","MODvalue","name_nl","Frederick House River","Frederick House"
"Q1452915","MODvalue","name_sv","Frederick House River","Frederick House"
"Q22654431","MODvalue","name_en","Namewaminikan River","Namewaminikan"
"Q22654431","MODvalue","name_nl","Namewaminikan River","Namewaminikan"
"Q22654431","MODvalue","name_sv","Namewaminikan River","Namewaminikan"
"Q5617744","MODvalue","name_de","Gull River","Gull"
"Q5617744","MODvalue","name_en","Gull River","Gull"
"Q177469","MODvalue","name_de","Frenchman River","Frenchman"
"Q177469","MODvalue","name_en","Frenchman River","Frenchman"
"Q177469","MODvalue","name_nl","Frenchman River","Frenchman"
"Q177469","MODvalue","name_sv","Frenchman River","Frenchman"
"Q7958699","MODvalue","name_de","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_en","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_nl","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_sv","Wabigoon River","Wabigoon"
"Q59647","MODvalue","name_de","Abitibi River","Abitibi"
"Q59647","MODvalue","name_en","Abitibi River","Abitibi"
"Q59647","MODvalue","name_nl","Abitibi River","Abitibi"
"Q15122970","MODvalue","name_en","Manouane River","Manouane"
"Q7958699","MODvalue","name_de","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_en","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_nl","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_sv","Wabigoon River","Wabigoon"
"Q3433710","MODvalue","name_de","Kennebecasis River","Kennebecasis"
"Q3433710","MODvalue","name_en","Kennebecasis River","Kennebecasis"
"Q3433710","MODvalue","name_sv","Kennebecasis River","Kennebecasis"
"Q15122432","MODvalue","name_de","Nagagami River","Nagagami"
"Q15122432","MODvalue","name_en","Nagagami River","Nagagami"
"Q15122432","MODvalue","name_sv","Nagagami River","Nagagami"
"Q14506269","MODvalue","name_en","Bell River","Bell"
"Q14506269","NEWvalue","name_sv","","Rivière Bell"
"Q15842582","MODvalue","name_en","La Sarre River","La Sarre"
"Q15123828","MODvalue","name_de","Pagwachuan River","Pagwachuan"
"Q15123828","MODvalue","name_en","Pagwachuan River","Pagwachuan"
"Q15123828","MODvalue","name_sv","Pagwachuan River","Pagwachuan"
"Q7958699","MODvalue","name_de","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_en","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_nl","Wabigoon River","Wabigoon"
"Q7958699","MODvalue","name_sv","Wabigoon River","Wabigoon"
"Q1739002","MODvalue","name_de","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_en","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_fr","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_nl","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_sv","Kenogami River","Kenogami"
"Q3433821","MODvalue","name_de","Shubenacadie River","Shubenacadie"
"Q3433821","MODvalue","name_en","Shubenacadie River","Shubenacadie"
"Q3433821","MODvalue","name_sv","Shubenacadie River","Shubenacadie"
"Q15123828","MODvalue","name_de","Pagwachuan River","Pagwachuan"
"Q15123828","MODvalue","name_en","Pagwachuan River","Pagwachuan"
"Q15123828","MODvalue","name_sv","Pagwachuan River","Pagwachuan"
"Q2155754","MODvalue","name_en","Turgeon River","Turgeon"
"Q59647","MODvalue","name_de","Abitibi River","Abitibi"
"Q59647","MODvalue","name_en","Abitibi River","Abitibi"
"Q59647","MODvalue","name_nl","Abitibi River","Abitibi"
"Q59647","MODvalue","name_de","Abitibi River","Abitibi"
"Q59647","MODvalue","name_en","Abitibi River","Abitibi"
"Q59647","MODvalue","name_nl","Abitibi River","Abitibi"
"Q7629029","MODvalue","name_de","Sturgeon River","Sturgeon"
"Q7629029","MODvalue","name_en","Sturgeon River","Sturgeon"
"Q20750422","MODvalue","name_en","Wawagosic River","Wawagosic"
"Q15109911","MODvalue","name_de","Drowning River","Drowning"
"Q15109911","MODvalue","name_en","Drowning River","Drowning"
"Q15109911","MODvalue","name_sv","Drowning River","Drowning"
"Q22436349","MODvalue","name_en","Saint-Cyr River","Saint-Cyr"
"Q22440718","MODvalue","name_en","Wetetnagami River","Wetetnagami"
"Q6648837","MODvalue","name_de","Little Abitibi River","Little Abitibi"
"Q6648837","MODvalue","name_en","Little Abitibi River","Little Abitibi"
"Q6648837","MODvalue","name_sv","Little Abitibi River","Little Abitibi"
"Q6648837","MODvalue","name_de","Little Abitibi River","Little Abitibi"
"Q6648837","MODvalue","name_en","Little Abitibi River","Little Abitibi"
"Q6648837","MODvalue","name_sv","Little Abitibi River","Little Abitibi"
"Q391566","MODvalue","name_de","Qu’Appelle River","Qu’Appelle"
"Q391566","MODvalue","name_en","Qu'Appelle River","Qu'Appelle"
"Q391566","MODvalue","name_sv","Qu'Appelle River","Qu'Appelle"
"Q7571323","MODvalue","name_en","Southwest Miramichi River","Southwest Miramichi"
"Q7571323","MODvalue","name_nl","Southwest Miramichi River","Southwest Miramichi"
"Q7571323","MODvalue","name_sv","Southwest Miramichi River","Southwest Miramichi"
"Q15108795","MODvalue","name_de","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_en","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_nl","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_sv","Chukuni River","Chukuni"
"Q126922","MODvalue","name_en","Petitcodiac River","Petitcodiac"
"Q126922","MODvalue","name_nl","Petitcodiac River","Petitcodiac"
"Q126922","MODvalue","name_sv","Petitcodiac River","Petitcodiac"
"Q11880756","MODvalue","name_de","Manigotagan River","Manigotagan"
"Q11880756","MODvalue","name_en","Manigotagan River","Manigotagan"
"Q11880756","MODvalue","name_sv","Manigotagan River","Manigotagan"
"Q7590512","MODvalue","name_en","St. Mary River","St. Mary"
"Q1739002","MODvalue","name_de","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_en","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_fr","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_nl","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_sv","Kenogami River","Kenogami"
"Q1323214","MODvalue","name_de","Tobique River","Tobique"
"Q1323214","MODvalue","name_en","Tobique River","Tobique"
"Q247160","MODvalue","name_de","Aroostook River","Aroostook"
"Q247160","MODvalue","name_en","Aroostook River","Aroostook"
"Q247160","MODvalue","name_nl","Aroostook River","Aroostook"
"Q1592361","MODvalue","name_de","Kesagami River","Kesagami"
"Q1592361","MODvalue","name_en","Kesagami River","Kesagami"
"Q1592361","MODvalue","name_nl","Kesagami River","Kesagami"
"Q1592361","MODvalue","name_sv","Kesagami River","Kesagami"
"Q2016217","MODvalue","name_de","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_en","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_fr","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_nl","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_sv","Ogoki River","Ogoki"
"Q3433645","MODvalue","name_en","Belly River","Belly"
"Q3433645","MODvalue","name_sv","Belly River","Belly"
"Q15118716","MODvalue","name_de","Little Current River","Little Current"
"Q15118716","MODvalue","name_en","Little Current River","Little Current"
"Q15118716","MODvalue","name_sv","Little Current River","Little Current"
"Q15132584","MODvalue","name_de","Troutlake River","Troutlake"
"Q15132584","MODvalue","name_en","Troutlake River","Troutlake"
"Q15132584","MODvalue","name_nl","Troutlake River","Troutlake"
"Q15132584","MODvalue","name_sv","Troutlake River","Troutlake"
"Q15108795","MODvalue","name_de","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_en","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_nl","Chukuni River","Chukuni"
"Q15108795","MODvalue","name_sv","Chukuni River","Chukuni"
"Q2214785","MODvalue","name_de","Salmon River","Salmon"
"Q2214785","MODvalue","name_en","Salmon River","Salmon"
"Q1739002","MODvalue","name_de","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_en","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_fr","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_nl","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_sv","Kenogami River","Kenogami"
"Q2016217","MODvalue","name_de","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_en","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_fr","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_nl","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_sv","Ogoki River","Ogoki"
"Q1739002","MODvalue","name_de","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_en","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_fr","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_nl","Kenogami River","Kenogami"
"Q1739002","MODvalue","name_sv","Kenogami River","Kenogami"
"Q15118716","MODvalue","name_de","Little Current River","Little Current"
"Q15118716","MODvalue","name_en","Little Current River","Little Current"
"Q15118716","MODvalue","name_sv","Little Current River","Little Current"
"Q2016217","MODvalue","name_de","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_en","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_fr","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_nl","Ogoki River","Ogoki"
"Q2016217","MODvalue","name_sv","Ogoki River","Ogoki"
"Q7590512","MODvalue","name_en","St. Mary River","St. Mary"
"Q391566","MODvalue","name_de","Qu’Appelle River","Qu’Appelle"
"Q391566","MODvalue","name_en","Qu'Appelle River","Qu'Appelle"
"Q391566","MODvalue","name_sv","Qu'Appelle River","Qu'Appelle"
"Q391566","MODvalue","name_de","Qu’Appelle River","Qu’Appelle"
"Q391566","MODvalue","name_en","Qu'Appelle River","Qu'Appelle"
"Q391566","MODvalue","name_sv","Qu'Appelle River","Qu'Appelle"
"Q2016217","MODvalue","name_de","Ogoki River","Ogoki"
